订单号,原材料号,到达时间(s),消耗占比,列坐标,层坐标,货架号,巷道号,单程时间(s),总运输时间(s),开始时刻(s),完成时刻(s),流动时间(s)
334,B6T0000000139,301980.0,0.2024,1,45,7,4,166.50000000000009,339.00000000000017,302621.5,302794.0,814.0
339,B6T0000000139,301980.0,0.2024,1,45,8,4,166.50000000000009,339.00000000000017,302960.5,303133.0,1153.0
338,B6T0000000139,301980.0,0.2024,1,45,8,4,166.50000000000009,339.00000000000017,303299.5,303472.0,1492.0
1211,B6T0000000577,301800.0,0.0912,1,23,8,4,76.00000000000001,158.00000000000003,303548.0,303630.0,1830.0
1225,B6T0000000577,301800.0,0.0912,1,23,8,4,76.00000000000001,158.00000000000003,303706.0,303788.0,1988.0
3064,B6T0000000340,306660.0,0.0182,19,30,7,4,140.00000000000003,286.00000000000006,306800.0,306946.0,286.0
3066,B6T0000000340,306660.0,0.0182,19,30,7,4,140.00000000000003,286.00000000000006,307086.0,307232.0,572.0
3065,B6T0000000340,306660.0,0.0182,19,30,8,4,140.00000000000003,286.00000000000006,307372.0,307518.0,858.0
1153,B6T0000000245,307800.0,0.0931,5,45,7,4,174.50000000000009,355.00000000000017,307974.5,308155.0,355.0
1162,B6T0000000245,307800.0,0.0931,5,45,7,4,174.50000000000009,355.00000000000017,308329.5,308510.0,710.0
1152,B6T0000000245,307800.0,0.0931,5,45,8,4,174.50000000000009,355.00000000000017,308684.5,308865.0,1065.0
1159,B6T0000000245,307800.0,0.0931,5,45,8,4,174.50000000000009,355.00000000000017,309039.5,309220.0,1420.0
302,B6T0000001196,309060.0,0.2132,5,13,7,4,44.0,94.0,309264.0,309314.0,254.0
293,B6T0000001196,309060.0,0.2132,5,13,7,4,44.0,94.0,309358.0,309408.0,348.0
308,B6T0000001196,309060.0,0.2132,5,13,8,4,44.0,94.0,309452.0,309502.0,442.0
306,B6T0000001196,309060.0,0.2132,5,13,8,4,44.0,94.0,309546.0,309596.0,536.0
2971,B6T0000000633,308520.0,0.0195,10,37,8,4,150.00000000000006,306.0000000000001,309746.0,309902.0,1382.0
509,B6T0000001101,309720.0,0.1876,7,12,7,4,44.0,94.0,309946.0,309996.0,276.0
489,B6T0000001101,309720.0,0.1876,7,12,7,4,44.0,94.0,310040.0,310090.0,370.0
490,B6T0000001101,309720.0,0.1876,7,12,8,4,44.0,94.0,310134.0,310184.0,464.0
491,B6T0000001101,309720.0,0.1876,7,12,8,4,44.0,94.0,310228.0,310278.0,558.0
2973,B6T0000000633,308520.0,0.0195,10,37,8,4,150.00000000000006,306.0000000000001,310428.0,310584.0,2064.0
251,B6T0000000581,311400.0,0.27,9,9,7,4,36.0,78.0,311436.0,311478.0,78.0
235,B6T0000000581,311400.0,0.27,9,9,7,4,36.0,78.0,311514.0,311556.0,156.0
252,B6T0000000581,311400.0,0.27,9,9,8,4,36.0,78.0,311592.0,311634.0,234.0
222,B6T0000000581,311400.0,0.27,9,9,8,4,36.0,78.0,311670.0,311712.0,312.0
83,B6T0000000261,316020.0,0.4826,1,43,8,4,156.50000000000009,319.00000000000017,316176.5,316339.0,319.0
185,B6T0000000932,345240.0,0.3317,8,9,8,4,34.0,74.0,345274.0,345314.0,74.0
187,B6T0000000932,345240.0,0.3317,8,9,8,4,34.0,74.0,345348.0,345388.0,148.0
140,B6T0000000154,345600.0,0.3556,3,43,7,4,160.50000000000009,327.00000000000017,345760.5,345927.0,327.0
143,B6T0000000154,345600.0,0.3556,3,43,7,4,160.50000000000009,327.00000000000017,346087.5,346254.0,654.0
144,B6T0000000154,345600.0,0.3556,3,43,8,4,160.50000000000009,327.00000000000017,346414.5,346581.0,981.0
141,B6T0000000154,345600.0,0.3556,3,43,8,4,160.50000000000009,327.00000000000017,346741.5,346908.0,1308.0
519,B6T0000001197,346440.0,0.1865,5,14,7,4,47.99999999999999,101.99999999999999,346956.0,347010.0,570.0
518,B6T0000001197,346440.0,0.1865,5,14,8,4,47.99999999999999,101.99999999999999,347058.0,347112.0,672.0
520,B6T0000001197,346440.0,0.1865,5,14,8,4,47.99999999999999,101.99999999999999,347160.0,347214.0,774.0
3719,B6T0000000332,346560.0,0.0105,55,16,7,4,156.0,318.0,347370.0,347532.0,972.0
3389,B6T0000001543,347400.0,0.0133,41,7,7,4,95.0,196.0,347627.0,347728.0,328.0
3388,B6T0000001543,347400.0,0.0133,41,7,7,4,95.0,196.0,347823.0,347924.0,524.0
3353,B6T0000000149,347820.0,0.0136,26,50,7,4,241.50000000000009,489.00000000000017,348165.5,348413.0,593.0
956,B6T0000000445,348180.0,0.1202,10,12,8,4,50.0,106.0,348463.0,348519.0,339.0
952,B6T0000000445,348180.0,0.1202,10,12,8,4,50.0,106.0,348569.0,348625.0,445.0
1742,B6T0000001149,348240.0,0.0557,15,15,7,4,72.0,150.0,348697.0,348775.0,535.0
1744,B6T0000001149,348240.0,0.0557,15,15,7,4,72.0,150.0,348847.0,348925.0,685.0
1741,B6T0000001149,348240.0,0.0557,15,15,8,4,72.0,150.0,348997.0,349075.0,835.0
1737,B6T0000001149,348240.0,0.0557,15,15,8,4,72.0,150.0,349147.0,349225.0,985.0
3352,B6T0000000149,347820.0,0.0136,26,50,7,4,241.50000000000009,489.00000000000017,349466.5,349714.0,1894.0
3313,B6T0000001948,349560.0,0.0144,38,7,7,4,89.0,184.0,349803.0,349898.0,338.0
3312,B6T0000001948,349560.0,0.0144,38,7,7,4,89.0,184.0,349987.0,350082.0,522.0
3428,B6T0000001112,347700.0,0.0128,40,21,7,4,146.0,298.0,350228.0,350380.0,2680.0
3429,B6T0000001112,347700.0,0.0128,40,21,7,4,146.0,298.0,350526.0,350678.0,2978.0
3718,B6T0000000332,346560.0,0.0105,55,16,7,4,156.0,318.0,350834.0,350996.0,4436.0
931,B6T0000000508,368640.0,0.1252,2,19,7,4,62.00000000000001,130.0,368702.0,368770.0,130.0
909,B6T0000000411,378000.0,0.1258,6,15,7,4,53.99999999999999,113.99999999999999,378054.0,378114.0,114.0
910,B6T0000000411,378000.0,0.1258,6,15,7,4,53.99999999999999,113.99999999999999,378168.0,378228.0,228.0
911,B6T0000000411,378000.0,0.1258,6,15,8,4,53.99999999999999,113.99999999999999,378282.0,378342.0,342.0
915,B6T0000000411,378000.0,0.1258,6,15,8,4,53.99999999999999,113.99999999999999,378396.0,378456.0,456.0
2390,B6T0000001989,400320.0,0.0308,17,2,7,4,37.0,80.0,400357.0,400400.0,80.0
2392,B6T0000001989,400320.0,0.0308,17,2,7,4,37.0,80.0,400437.0,400480.0,160.0
2181,B6T0000000571,400440.0,0.0371,2,33,8,4,118.00000000000003,242.00000000000006,400598.0,400722.0,282.0
2177,B6T0000000571,400440.0,0.0371,2,33,8,4,118.00000000000003,242.00000000000006,400840.0,400964.0,524.0
2394,B6T0000001989,400320.0,0.0308,17,2,8,4,37.0,80.0,401001.0,401044.0,724.0
2393,B6T0000001989,400320.0,0.0308,17,2,8,4,37.0,80.0,401081.0,401124.0,804.0
11,B6T0000001209,401940.0,1.3573,1,10,7,4,24.0,54.0,401964.0,401994.0,54.0
9,B6T0000001209,401940.0,1.3573,1,10,7,4,24.0,54.0,402018.0,402048.0,108.0
10,B6T0000001209,401940.0,1.3573,1,10,8,4,24.0,54.0,402072.0,402102.0,162.0
12,B6T0000001209,401940.0,1.3573,1,10,8,4,24.0,54.0,402126.0,402156.0,216.0
2598,B6T0000000683,431400.0,0.026,16,25,8,4,114.0,234.0,431514.0,431634.0,234.0
2595,B6T0000000683,431400.0,0.026,16,25,8,4,114.0,234.0,431748.0,431868.0,468.0
2686,B6T0000000229,431460.0,0.0238,21,43,8,4,196.50000000000009,399.00000000000017,432064.5,432267.0,807.0
860,B6T0000000001,431940.0,0.1272,1,47,7,4,176.50000000000009,359.00000000000017,432443.5,432626.0,686.0
859,B6T0000000001,431940.0,0.1272,1,47,7,4,176.50000000000009,359.00000000000017,432802.5,432985.0,1045.0
858,B6T0000000001,431940.0,0.1272,1,47,8,4,176.50000000000009,359.00000000000017,433161.5,433344.0,1404.0
856,B6T0000000001,431940.0,0.1272,1,47,8,4,176.50000000000009,359.00000000000017,433520.5,433703.0,1763.0
1665,B6T0000000614,432780.0,0.058,6,23,7,4,86.00000000000001,178.00000000000003,433789.0,433881.0,1101.0
625,B6T0000000469,433740.0,0.1623,11,9,7,4,40.0,86.0,433921.0,433967.0,227.0
631,B6T0000000469,433740.0,0.1623,11,9,7,4,40.0,86.0,434007.0,434053.0,313.0
632,B6T0000000469,433740.0,0.1623,11,9,8,4,40.0,86.0,434093.0,434139.0,399.0
629,B6T0000000469,433740.0,0.1623,11,9,8,4,40.0,86.0,434179.0,434225.0,485.0
937,B6T0000000508,434220.0,0.1252,2,19,7,4,62.00000000000001,130.0,434287.0,434355.0,135.0
946,B6T0000000508,434220.0,0.1252,2,19,8,4,62.00000000000001,130.0,434417.0,434485.0,265.0
945,B6T0000000508,434220.0,0.1252,2,19,8,4,62.00000000000001,130.0,434547.0,434615.0,395.0
1659,B6T0000000614,432780.0,0.058,6,23,7,4,86.00000000000001,178.00000000000003,434701.0,434793.0,2013.0
728,B6T0000000140,434640.0,0.1595,2,46,7,4,173.50000000000009,353.00000000000017,434966.5,435146.0,506.0
88,B6T0000000261,435000.0,0.4826,2,43,7,4,158.50000000000009,323.00000000000017,435304.5,435469.0,469.0
94,B6T0000000261,435000.0,0.4826,2,43,7,4,158.50000000000009,323.00000000000017,435627.5,435792.0,792.0
724,B6T0000000140,434640.0,0.1595,2,46,7,4,173.50000000000009,353.00000000000017,435965.5,436145.0,1505.0
722,B6T0000000140,434640.0,0.1595,2,46,8,4,173.50000000000009,353.00000000000017,436318.5,436498.0,1858.0
726,B6T0000000140,434640.0,0.1595,2,46,8,4,173.50000000000009,353.00000000000017,436671.5,436851.0,2211.0
1664,B6T0000000614,432780.0,0.058,6,23,8,4,86.00000000000001,178.00000000000003,436937.0,437029.0,4249.0
1658,B6T0000000614,432780.0,0.058,6,23,8,4,86.00000000000001,178.00000000000003,437115.0,437207.0,4427.0
2195,B6T0000001648,437160.0,0.0368,14,2,7,4,31.0,68.0,437238.0,437275.0,115.0
2196,B6T0000001648,437160.0,0.0368,14,2,7,4,31.0,68.0,437306.0,437343.0,183.0
2194,B6T0000001648,437160.0,0.0368,14,2,8,4,31.0,68.0,437374.0,437411.0,251.0
2592,B6T0000001442,432360.0,0.0262,21,1,8,4,43.0,92.0,437454.0,437503.0,5143.0
2591,B6T0000001442,432360.0,0.0262,21,1,8,4,43.0,92.0,437546.0,437595.0,5235.0
2687,B6T0000000229,431460.0,0.0238,21,43,8,4,196.50000000000009,399.00000000000017,437791.5,437994.0,6534.0
2873,B6T0000000968,434460.0,0.0208,24,22,7,4,118.00000000000003,242.00000000000006,438112.0,438236.0,3776.0
2872,B6T0000000968,434460.0,0.0208,24,22,7,4,118.00000000000003,242.00000000000006,438354.0,438478.0,4018.0
3151,B6T0000001396,431460.0,0.0166,36,1,7,4,73.0,152.0,438551.0,438630.0,7170.0
3152,B6T0000001396,431460.0,0.0166,36,1,7,4,73.0,152.0,438703.0,438782.0,7322.0
2943,B6T0000000747,438660.0,0.0199,26,21,7,4,118.00000000000001,242.00000000000003,438900.0,439024.0,364.0
3153,B6T0000001396,431460.0,0.0166,36,1,8,4,73.0,152.0,439097.0,439176.0,7716.0
3668,B6T0000000148,437700.0,0.0108,39,48,7,4,257.5000000000001,521.0000000000002,439433.5,439697.0,1997.0
3669,B6T0000000148,437700.0,0.0108,39,48,7,4,257.5000000000001,521.0000000000002,439954.5,440218.0,2518.0
1266,B6T0000000615,443580.0,0.0857,5,20,7,4,72.0,150.0,443652.0,443730.0,150.0
1100,B6T0000001301,443640.0,0.1026,15,9,7,4,48.0,102.0,443778.0,443832.0,192.0
1267,B6T0000000615,443580.0,0.0857,5,20,7,4,72.0,150.0,443904.0,443982.0,402.0
1273,B6T0000000615,443580.0,0.0857,5,20,8,4,72.0,150.0,444054.0,444132.0,552.0
1272,B6T0000000615,443580.0,0.0857,5,20,8,4,72.0,150.0,444204.0,444282.0,702.0
3164,B6T0000000511,444420.0,0.0163,25,27,8,4,140.0,286.0,444560.0,444706.0,286.0
3163,B6T0000000511,444420.0,0.0163,25,27,8,4,140.0,286.0,444846.0,444992.0,572.0
1127,B6T0000001955,447180.0,0.0986,5,4,7,4,17.0,40.0,447197.0,447220.0,40.0
1126,B6T0000001955,447180.0,0.0986,5,4,7,4,17.0,40.0,447237.0,447260.0,80.0
1120,B6T0000001955,447180.0,0.0986,5,4,8,4,17.0,40.0,447277.0,447300.0,120.0
1122,B6T0000001955,447180.0,0.0986,5,4,8,4,17.0,40.0,447317.0,447340.0,160.0
1597,B6T0000001157,447600.0,0.0609,2,26,7,4,90.00000000000001,186.00000000000003,447690.0,447786.0,186.0
1598,B6T0000001157,447600.0,0.0609,2,26,7,4,90.00000000000001,186.00000000000003,447876.0,447972.0,372.0
1599,B6T0000001157,447600.0,0.0609,2,26,8,4,90.00000000000001,186.00000000000003,448062.0,448158.0,558.0
1329,B6T0000001360,454380.0,0.0787,7,2,7,4,17.0,40.0,454397.0,454420.0,40.0
1330,B6T0000001360,454380.0,0.0787,7,2,7,4,17.0,40.0,454437.0,454460.0,80.0
1331,B6T0000001360,454380.0,0.0787,7,2,8,4,17.0,40.0,454477.0,454500.0,120.0
1332,B6T0000001360,454380.0,0.0787,7,2,8,4,17.0,40.0,454517.0,454540.0,160.0
2826,B6T0000001379,455040.0,0.0219,23,8,7,4,61.0,128.0,455101.0,455168.0,128.0
2827,B6T0000001379,455040.0,0.0219,23,8,7,4,61.0,128.0,455229.0,455296.0,256.0
991,B6T0000001090,455580.0,0.1122,11,12,7,4,52.0,110.0,455632.0,455690.0,110.0
990,B6T0000001090,455580.0,0.1122,11,12,8,4,52.0,110.0,455742.0,455800.0,220.0
3502,B6T0000000209,458520.0,0.012,38,45,8,4,240.50000000000009,487.00000000000017,458760.5,459007.0,487.0
3503,B6T0000000209,458520.0,0.012,38,45,8,4,240.50000000000009,487.00000000000017,459247.5,459494.0,974.0
1849,B6T0000000219,460320.0,0.0501,5,48,8,4,189.50000000000009,385.00000000000017,460509.5,460705.0,385.0
1848,B6T0000000219,460320.0,0.0501,5,48,8,4,189.50000000000009,385.00000000000017,460894.5,461090.0,770.0
2682,B6T0000000161,461280.0,0.0238,16,47,7,4,206.50000000000009,419.00000000000017,461486.5,461699.0,419.0
2681,B6T0000000161,461280.0,0.0238,16,47,7,4,206.50000000000009,419.00000000000017,461905.5,462118.0,838.0
1201,B6T0000001639,462840.0,0.0917,6,3,7,4,17.0,40.0,462857.0,462880.0,40.0
1205,B6T0000001639,462840.0,0.0917,6,3,7,4,17.0,40.0,462897.0,462920.0,80.0
1204,B6T0000001639,462840.0,0.0917,6,3,8,4,17.0,40.0,462937.0,462960.0,120.0
1202,B6T0000001639,462840.0,0.0917,6,3,8,4,17.0,40.0,462977.0,463000.0,160.0
2800,B6T0000001831,463500.0,0.0223,23,7,7,4,59.0,124.0,463559.0,463624.0,124.0
2803,B6T0000001831,463500.0,0.0223,23,7,7,4,59.0,124.0,463683.0,463748.0,248.0
2802,B6T0000001831,463500.0,0.0223,23,7,8,4,59.0,124.0,463807.0,463872.0,372.0
2801,B6T0000001831,463500.0,0.0223,23,7,8,4,59.0,124.0,463931.0,463996.0,496.0
3734,B6T0000001426,468060.0,0.0104,56,5,7,4,121.0,248.0,468181.0,468308.0,248.0
3735,B6T0000001426,468060.0,0.0104,56,5,7,4,121.0,248.0,468429.0,468556.0,496.0
2303,B6T0000001178,470640.0,0.0341,1,35,7,4,124.00000000000004,254.00000000000009,470764.0,470894.0,254.0
1815,B6T0000001665,470880.0,0.0507,10,2,7,4,23.0,52.0,470917.0,470946.0,66.0
1817,B6T0000001665,470880.0,0.0507,10,2,7,4,23.0,52.0,470969.0,470998.0,118.0
1819,B6T0000001665,470880.0,0.0507,10,2,8,4,23.0,52.0,471021.0,471050.0,170.0
1820,B6T0000001665,470880.0,0.0507,10,2,8,4,23.0,52.0,471073.0,471102.0,222.0
2302,B6T0000001178,470640.0,0.0341,1,35,7,4,124.00000000000004,254.00000000000009,471226.0,471356.0,716.0
1228,B6T0000001022,476880.0,0.089,11,14,7,4,59.99999999999999,125.99999999999999,476940.0,477006.0,126.0
1230,B6T0000001022,476880.0,0.089,11,14,7,4,59.99999999999999,125.99999999999999,477066.0,477132.0,252.0
1231,B6T0000001022,476880.0,0.089,11,14,8,4,59.99999999999999,125.99999999999999,477192.0,477258.0,378.0
1239,B6T0000001022,476880.0,0.089,11,14,8,4,59.99999999999999,125.99999999999999,477318.0,477384.0,504.0
3410,B6T0000001561,481860.0,0.013,43,5,7,4,94.99999999999999,195.99999999999997,481955.0,482056.0,196.0
3411,B6T0000001561,481860.0,0.013,43,5,7,4,94.99999999999999,195.99999999999997,482151.0,482252.0,392.0
3186,B6T0000001919,485220.0,0.0161,35,5,7,4,79.0,164.0,485299.0,485384.0,164.0
381,B6T0000000471,485760.0,0.1917,1,17,7,4,52.0,110.0,485812.0,485870.0,110.0
382,B6T0000000471,485760.0,0.1917,1,17,7,4,52.0,110.0,485922.0,485980.0,220.0
383,B6T0000000471,485760.0,0.1917,1,17,8,4,52.0,110.0,486032.0,486090.0,330.0
388,B6T0000000471,485760.0,0.1917,1,17,8,4,52.0,110.0,486142.0,486200.0,440.0
1697,B6T0000001342,485760.0,0.056,8,4,7,4,23.0,52.0,486223.0,486252.0,492.0
1701,B6T0000001342,485760.0,0.056,8,4,7,4,23.0,52.0,486275.0,486304.0,544.0
2481,B6T0000000267,486120.0,0.0284,18,43,7,4,190.50000000000009,387.00000000000017,486494.5,486691.0,571.0
2480,B6T0000000267,486120.0,0.0284,18,43,7,4,190.50000000000009,387.00000000000017,486881.5,487078.0,958.0
2482,B6T0000000267,486120.0,0.0284,18,43,8,4,190.50000000000009,387.00000000000017,487268.5,487465.0,1345.0
3475,B6T0000000014,487200.0,0.0122,37,45,7,4,238.50000000000009,483.00000000000017,487703.5,487948.0,748.0
3474,B6T0000000014,487200.0,0.0122,37,45,7,4,238.50000000000009,483.00000000000017,488186.5,488431.0,1231.0
2222,B6T0000000393,488340.0,0.0361,22,14,7,4,82.0,170.0,488513.0,488601.0,261.0
2218,B6T0000000393,488340.0,0.0361,22,14,7,4,82.0,170.0,488683.0,488771.0,431.0
3342,B6T0000000416,517800.0,0.0138,48,10,8,4,118.00000000000001,242.00000000000003,517918.0,518042.0,242.0
693,B6T0000001180,517980.0,0.1614,9,11,7,4,44.0,94.0,518086.0,518136.0,156.0
694,B6T0000001180,517980.0,0.1614,9,11,7,4,44.0,94.0,518180.0,518230.0,250.0
695,B6T0000001180,517980.0,0.1614,9,11,8,4,44.0,94.0,518274.0,518324.0,344.0
698,B6T0000001180,517980.0,0.1614,9,11,8,4,44.0,94.0,518368.0,518418.0,438.0
1866,B6T0000000725,518280.0,0.0481,19,13,7,4,72.0,150.0,518490.0,518568.0,288.0
2086,B6T0000001407,517860.0,0.0405,10,6,8,4,31.0,68.0,518599.0,518636.0,776.0
2087,B6T0000001407,517860.0,0.0405,10,6,8,4,31.0,68.0,518667.0,518704.0,844.0
2141,B6T0000001327,518400.0,0.038,10,8,7,4,35.0,76.0,518739.0,518780.0,380.0
3067,B6T0000000455,518400.0,0.0182,23,26,7,4,132.0,270.0,518912.0,519050.0,650.0
1278,B6T0000001854,518880.0,0.084,4,7,7,4,21.0,48.0,519071.0,519098.0,218.0
426,B6T0000000050,519060.0,0.1901,3,44,7,4,165.50000000000009,337.00000000000017,519263.5,519435.0,375.0
408,B6T0000000050,519060.0,0.1901,3,44,7,4,165.50000000000009,337.00000000000017,519600.5,519772.0,712.0
422,B6T0000000050,519060.0,0.1901,3,44,8,4,165.50000000000009,337.00000000000017,519937.5,520109.0,1049.0
410,B6T0000000050,519060.0,0.1901,3,44,8,4,165.50000000000009,337.00000000000017,520274.5,520446.0,1386.0
784,B6T0000001996,520380.0,0.1414,2,7,7,4,17.0,40.0,520463.0,520486.0,106.0
1279,B6T0000001854,518880.0,0.084,4,7,7,4,21.0,48.0,520507.0,520534.0,1654.0
1019,B6T0000001975,520500.0,0.109,6,1,7,4,13.000000000000002,32.0,520547.0,520566.0,66.0
1020,B6T0000001975,520500.0,0.109,6,1,7,4,13.000000000000002,32.0,520579.0,520598.0,98.0
1021,B6T0000001975,520500.0,0.109,6,1,8,4,13.000000000000002,32.0,520611.0,520630.0,130.0
1022,B6T0000001975,520500.0,0.109,6,1,8,4,13.000000000000002,32.0,520643.0,520662.0,162.0
1280,B6T0000001854,518880.0,0.084,4,7,8,4,21.0,48.0,520683.0,520710.0,1830.0
1281,B6T0000001854,518880.0,0.084,4,7,8,4,21.0,48.0,520731.0,520758.0,1878.0
3343,B6T0000000416,517800.0,0.0138,48,10,8,4,118.00000000000001,242.00000000000003,520876.0,521000.0,3200.0
615,B6T0000000247,521280.0,0.1761,2,45,7,4,168.50000000000009,343.00000000000017,521448.5,521623.0,343.0
614,B6T0000000247,521280.0,0.1761,2,45,7,4,168.50000000000009,343.00000000000017,521791.5,521966.0,686.0
613,B6T0000000247,521280.0,0.1761,2,45,8,4,168.50000000000009,343.00000000000017,522134.5,522309.0,1029.0
600,B6T0000000247,521280.0,0.1761,2,45,8,4,168.50000000000009,343.00000000000017,522477.5,522652.0,1372.0
3421,B6T0000000131,530160.0,0.0128,29,50,8,4,247.50000000000009,501.00000000000017,530407.5,530661.0,501.0
3420,B6T0000000131,530160.0,0.0128,29,50,8,4,247.50000000000009,501.00000000000017,530908.5,531162.0,1002.0
2267,B6T0000001742,533760.0,0.0351,14,3,7,4,33.0,72.0,533793.0,533832.0,72.0
2271,B6T0000001742,533760.0,0.0351,14,3,7,4,33.0,72.0,533865.0,533904.0,144.0
2270,B6T0000001742,533760.0,0.0351,14,3,8,4,33.0,72.0,533937.0,533976.0,216.0
2266,B6T0000001742,533760.0,0.0351,14,3,8,4,33.0,72.0,534009.0,534048.0,288.0
3684,B6T0000001402,535440.0,0.0107,56,2,8,4,115.0,236.0,535555.0,535676.0,236.0
3685,B6T0000001402,535440.0,0.0107,56,2,8,4,115.0,236.0,535791.0,535912.0,472.0
2066,B6T0000000389,535980.0,0.0407,17,17,7,4,84.0,174.0,536064.0,536154.0,174.0
2064,B6T0000000389,535980.0,0.0407,17,17,7,4,84.0,174.0,536238.0,536328.0,348.0
2068,B6T0000000389,535980.0,0.0407,17,17,8,4,84.0,174.0,536412.0,536502.0,522.0
2067,B6T0000000389,535980.0,0.0407,17,17,8,4,84.0,174.0,536586.0,536676.0,696.0
2006,B6T0000000680,536820.0,0.0426,10,23,8,4,94.00000000000001,194.00000000000003,536914.0,537014.0,194.0
2005,B6T0000000680,536820.0,0.0426,10,23,8,4,94.00000000000001,194.00000000000003,537108.0,537208.0,388.0
2395,B6T0000001859,538200.0,0.0307,16,4,8,4,39.0,84.0,538239.0,538284.0,84.0
2396,B6T0000001859,538200.0,0.0307,16,4,8,4,39.0,84.0,538323.0,538368.0,168.0
2534,B6T0000000504,538440.0,0.0271,6,34,7,4,130.00000000000006,266.0000000000001,538570.0,538706.0,266.0
2533,B6T0000000504,538440.0,0.0271,6,34,7,4,130.00000000000006,266.0000000000001,538836.0,538972.0,532.0
2530,B6T0000000504,538440.0,0.0271,6,34,8,4,130.00000000000006,266.0000000000001,539102.0,539238.0,798.0
2531,B6T0000000504,538440.0,0.0271,6,34,8,4,130.00000000000006,266.0000000000001,539368.0,539504.0,1064.0
2478,B6T0000000337,550680.0,0.0285,5,34,7,4,128.00000000000006,262.0000000000001,550808.0,550942.0,262.0
884,B6T0000000488,555240.0,0.1265,8,13,7,4,50.0,106.0,555290.0,555346.0,106.0
885,B6T0000000488,555240.0,0.1265,8,13,7,4,50.0,106.0,555396.0,555452.0,212.0
886,B6T0000000488,555240.0,0.1265,8,13,8,4,50.0,106.0,555502.0,555558.0,318.0
887,B6T0000000488,555240.0,0.1265,8,13,8,4,50.0,106.0,555608.0,555664.0,424.0
1258,B6T0000000799,555720.0,0.0872,9,16,7,4,63.99999999999999,134.0,555784.0,555854.0,134.0
1245,B6T0000000799,555720.0,0.0872,9,16,7,4,63.99999999999999,134.0,555918.0,555988.0,268.0
1246,B6T0000000799,555720.0,0.0872,9,16,8,4,63.99999999999999,134.0,556052.0,556122.0,402.0
1247,B6T0000000799,555720.0,0.0872,9,16,8,4,63.99999999999999,134.0,556186.0,556256.0,536.0
1086,B6T0000000178,558480.0,0.1033,2,47,7,4,178.50000000000009,363.00000000000017,558658.5,558843.0,363.0
2931,B6T0000001312,559260.0,0.02,30,17,7,4,110.0,226.0,559370.0,559486.0,226.0
1949,B6T0000000507,559560.0,0.0437,22,11,7,4,70.0,146.0,559630.0,559706.0,146.0
1951,B6T0000000507,559560.0,0.0437,22,11,7,4,70.0,146.0,559776.0,559852.0,292.0
1952,B6T0000000507,559560.0,0.0437,22,11,8,4,70.0,146.0,559922.0,559998.0,438.0
1953,B6T0000000507,559560.0,0.0437,22,11,8,4,70.0,146.0,560068.0,560144.0,584.0
2243,B6T0000000094,559860.0,0.0353,10,47,7,4,194.50000000000009,395.00000000000017,560338.5,560539.0,679.0
2244,B6T0000000094,559860.0,0.0353,10,47,7,4,194.50000000000009,395.00000000000017,560733.5,560934.0,1074.0
3489,B6T0000001536,565560.0,0.0122,47,4,8,4,101.0,208.0,565661.0,565768.0,208.0
3488,B6T0000001536,565560.0,0.0122,47,4,8,4,101.0,208.0,565869.0,565976.0,416.0
2677,B6T0000000928,567900.0,0.0239,5,37,7,4,140.00000000000006,286.0000000000001,568040.0,568186.0,286.0
2678,B6T0000000928,567900.0,0.0239,5,37,7,4,140.00000000000006,286.0000000000001,568326.0,568472.0,572.0
2679,B6T0000000928,567900.0,0.0239,5,37,8,4,140.00000000000006,286.0000000000001,568612.0,568758.0,858.0
2676,B6T0000000928,567900.0,0.0239,5,37,8,4,140.00000000000006,286.0000000000001,568898.0,569044.0,1144.0
2265,B6T0000000534,574920.0,0.0351,14,22,8,4,98.00000000000001,202.00000000000003,575018.0,575122.0,202.0
2264,B6T0000000534,574920.0,0.0351,14,22,8,4,98.00000000000001,202.00000000000003,575220.0,575324.0,404.0
